zip,city,city_t,canton
4323,Wallbach,Wallbach,AG
4324,Obermumpf,Obermumpf,AG
4325,Schupfart,Schupfart,AG
4332,Stein AG,Stein AG,AG
4333,Münchwilen AG,Munchwilen AG,AG
4334,Sisseln AG,Sisseln AG,AG
5080,Laufenburg,Laufenburg,AG
5082,Kaisten,Kaisten,AG
5083,Ittenthal,Ittenthal,AG
5084,Rheinsulz,Rheinsulz,AG
5085,Sulz AG,Sulz AG,AG
5275,Etzgen,Etzgen,AG
5274,Mettau,Mettau,AG
5273,Oberhofen AG,Oberhofen AG,AG
5272,Gansingen,Gansingen,AG
5276,Wil AG,Wil AG,AG
5277,Hottwil,Hottwil,AG
5326,Schwaderloch,Schwaderloch,AG
5325,Leibstadt,Leibstadt,AG
5324,Full-Reuenthal,Full-Reuenthal,AG
4402,Frenkendorf,Frenkendorf,BL
4410,Liestal,Liestal,BL
4411,Seltisberg,Seltisberg,BL
4412,Nuglar,Nuglar,SO
4413,Büren SO,Buren SO,SO
4414,Füllinsdorf,Fullinsdorf,BL
4415,Lausen,Lausen,BL
4416,Bubendorf,Bubendorf,BL
4417,Ziefen,Ziefen,BL
4418,Reigoldswil,Reigoldswil,BL
4419,Lupsingen,Lupsingen,BL
4421,St. Pantaleon,St. Pantaleon,SO
4422,Arisdorf,Arisdorf,BL
4423,Hersberg,Hersberg,BL
4424,Arboldswil,Arboldswil,BL
4425,Titterten,Titterten,BL
4426,Lauwil,Lauwil,BL
4431,Bennwil,Bennwil,BL
4432,Lampenberg,Lampenberg,BL
4433,Ramlinsburg,Ramlinsburg,BL
4434,Hölstein,Holstein,BL
4435,Niederdorf,Niederdorf,BL
4436,Oberdorf BL,Oberdorf BL,BL
4437,Waldenburg,Waldenburg,BL
4438,Langenbruck,Langenbruck,BL
4441,Thürnen,Thurnen,BL
4442,Diepflingen,Diepflingen,BL
4443,Wittinsburg,Wittinsburg,BL
4444,Rümlingen,Rumlingen,BL
4445,Häfelfingen,Hafelfingen,BL
4446,Buckten,Buckten,BL
4447,Känerkinden,Kanerkinden,BL
4448,Läufelfingen,Laufelfingen,BL
4450,Sissach,Sissach,BL
4451,Wintersingen,Wintersingen,BL
4452,Itingen,Itingen,BL
4453,Nusshof,Nusshof,BL
4455,Zunzgen,Zunzgen,BL
4456,Tenniken,Tenniken,BL
4457,Diegten,Diegten,BL
4458,Eptingen,Eptingen,BL
4460,Gelterkinden,Gelterkinden,BL
4461,Böckten,Bockten,BL
4465,Hemmiken,Hemmiken,BL
4469,Anwil,Anwil,BL
4462,Rickenbach BL,Rickenbach BL,BL
4463,Buus,Buus,BL
4464,Maisprach,Maisprach,BL
4466,Ormalingen,Ormalingen,BL
4467,Rothenfluh,Rothenfluh,BL
4468,Kienberg,Kienberg,SO
4492,Tecknau,Tecknau,BL
4493,Wenslingen,Wenslingen,BL
4494,Oltingen,Oltingen,BL
4495,Zeglingen,Zeglingen,BL
4496,Kilchberg BL,Kilchberg BL,BL
4497,Rünenberg,Runenberg,BL
4500,Solothurn,Solothurn,SO
4501,Solothurn,Solothurn,SO
4502,Solothurn,Solothurn,SO
4503,Solothurn,Solothurn,SO
4515,Weissenstein,Weissenstein,SO
4525,Balm b. Günsberg,Balm b. Gunsberg,SO
4523,Niederwil SO,Niederwil SO,SO
4535,Hubersdorf,Hubersdorf,SO
4539,Rumisberg,Rumisberg,BE
4557,Horriwil,Horriwil,SO
4558,Hersiwil,Hersiwil,SO
4512,Bellach,Bellach,SO
4513,Langendorf,Langendorf,SO
4514,Lommiswil,Lommiswil,SO
4522,Rüttenen,Ruttenen,SO
4524,Günsberg,Gunsberg,SO
4528,Zuchwil,Zuchwil,SO
4532,Feldbrunnen,Feldbrunnen,SO
4533,Riedholz,Riedholz,SO
4534,Flumenthal,Flumenthal,SO
4536,Attiswil,Attiswil,BE
4537,Wiedlisbach,Wiedlisbach,BE
4538,Oberbipp,Oberbipp,BE
4552,Derendingen,Derendingen,SO
4553,Subingen,Subingen,SO
4554,Etziken,Etziken,SO
3375,Inkwil,Inkwil,BE
4562,Biberist,Biberist,SO
4563,Gerlafingen,Gerlafingen,SO
4564,Obergerlafingen,Obergerlafingen,SO
4565,Recherswil,Recherswil,SO
4566,Kriegstetten,Kriegstetten,SO
4581,Küttigkofen,Kuttigkofen,SO
4586,Kyburg-Buchegg,Kyburg-Buchegg,SO
4582,Brügglen,Brugglen,SO
4583,Mühledorf SO,Muhledorf SO,SO
4579,Gossliwil,Gossliwil,SO
4578,Bibern SO,Bibern SO,SO
4571,Lüterkofen-Ichert,Luterkofen-Ichert,SO
4576,Tscheppach,Tscheppach,SO
4577,Hessigkofen,Hessigkofen,SO
4585,Biezwil,Biezwil,SO
4587,Aetingen,Aetingen,SO
4588,Unterramsern,Unterramsern,SO
4574,Nennigkofen,Nennigkofen,SO
4600,Olten,Olten,SO
4601,Olten 1 Fächer,Olten 1 Facher,SO
4603,Olten,Olten,SO
4612,Wangen b. Olten,Wangen b. Olten,SO
4613,Rickenbach SO,Rickenbach SO,SO
4614,Hägendorf,Hagendorf,SO
4616,Kappel SO,Kappel SO,SO
4617,Gunzgen,Gunzgen,SO
4618,Boningen,Boningen,SO
4622,Egerkingen,Egerkingen,SO
4623,Neuendorf,Neuendorf,SO
4624,Härkingen,Harkingen,SO
4625,Oberbuchsiten,Oberbuchsiten,SO
4626,Niederbuchsiten,Niederbuchsiten,SO
4632,Trimbach,Trimbach,SO
4652,Winznau,Winznau,SO
4653,Obergösgen,Obergosgen,SO
4654,Lostorf,Lostorf,SO
4655,Stüsslingen,Stusslingen,SO
4656,Starrkirch-Wil,Starrkirch-Wil,SO
4657,Dulliken,Dulliken,SO
4658,Däniken SO,Daniken SO,SO
5010,Däniken PZ,Daniken PZ,SO
4663,Aarburg,Aarburg,AG
4665,Oftringen,Oftringen,AG
4615,Allerheiligenberg,Allerheiligenberg,SO
4633,Hauenstein,Hauenstein,SO
4634,Wisen SO,Wisen SO,SO
4702,Oensingen,Oensingen,SO
4703,Kestenholz,Kestenholz,SO
4704,Niederbipp,Niederbipp,BE
3380,Wangen an der Aare,Wangen an der Aare,BE
3377,Walliswil b.Wangen,Walliswil b.Wangen,BE
4543,Deitingen,Deitingen,SO
4542,Luterbach,Luterbach,SO
4710,Balsthal,Balsthal,SO
4714,Aedermannsdorf,Aedermannsdorf,SO
4715,Herbetswil,Herbetswil,SO
4719,Ramiswil,Ramiswil,SO
4712,Laupersdorf,Laupersdorf,SO
4713,Matzendorf,Matzendorf,SO
4716,Welschenrohr,Welschenrohr,SO
4717,Mümliswil,Mumliswil,SO
4718,Holderbank SO,Holderbank SO,SO
4800,Zofingen,Zofingen,AG
4801,Zofingen,Zofingen,AG
4802,Strengelbach,Strengelbach,AG
4803,Vordemwald,Vordemwald,AG
4805,Brittnau,Brittnau,AG
4806,Wikon,Wikon,LU
4812,Mühlethal,Muhlethal,AG
4813,Uerkheim,Uerkheim,AG
4814,Bottenwil,Bottenwil,AG
4852,Rothrist,Rothrist,AG
4853,Murgenthal,Murgenthal,AG
4629,Fulenbach,Fulenbach,SO
4628,Wolfwil,Wolfwil,SO
4856,Glashütten,Glashutten,AG
4900,Langenthal,Langenthal,BE
4901,Langenthal,Langenthal,BE
4902,Langenthal,Langenthal,BE
4911,Schwarzhäusern,Schwarzhausern,BE
4912,Aarwangen,Aarwangen,BE
4913,Bannwil,Bannwil,BE
4914,Roggwil BE,Roggwil BE,BE
4915,St. Urban,St. Urban,LU
4916,Untersteckholz,Untersteckholz,BE
4917,Melchnau,Melchnau,BE
4955,Gondiswil,Gondiswil,BE
4919,Reisiswil,Reisiswil,BE
4922,Bützberg,Butzberg,BE
4923,Wynau,Wynau,BE
6005,Luzern,Luzern,LU
4924,Obersteckholz,Obersteckholz,BE
4932,Lotzwil,Lotzwil,BE
4933,Rütschelen,Rutschelen,BE
4934,Madiswil,Madiswil,BE
4935,Leimiswil,Leimiswil,BE
4936,Kleindietwil,Kleindietwil,BE
4937,Ursenbach,Ursenbach,BE
4938,Rohrbach,Rohrbach,BE
4942,Walterswil BE,Walterswil BE,BE
4943,Oeschenbach,Oeschenbach,BE
4944,Auswil,Auswil,BE
4950,Huttwil,Huttwil,BE
4952,Eriswil,Eriswil,BE
4953,Schwarzenbach BE,Schwarzenbach BE,BE
4954,Wyssachen,Wyssachen,BE
5000,Aarau,Aarau,AG
5001,Aarau 1 Fächer,Aarau 1 Facher,AG
5004,Aarau,Aarau,AG
5012,Schönenwerd,Schonenwerd,SO
5013,Niedergösgen,Niedergosgen,SO
5014,Gretzenbach,Gretzenbach,SO
5015,Erlinsbach SO,Erlinsbach SO,SO
5017,Barmelweid,Barmelweid,AG
5022,Rombach,Rombach,AG
5023,Biberstein,Biberstein,AG
5024,Küttigen,Kuttigen,AG
5025,Asp,Asp,AG
5026,Densbüren,Densburen,AG
5027,Herznach,Herznach,AG
5028,Ueken,Ueken,AG
5032,Aarau Rohr,Aarau Rohr,AG
5033,Buchs AG,Buchs AG,AG
5034,Suhr,Suhr,AG
5035,Unterentfelden,Unterentfelden,AG
5036,Oberentfelden,Oberentfelden,AG
5037,Muhen,Muhen,AG
5040,Schöftland,Schoftland,AG
5042,Hirschthal,Hirschthal,AG
5043,Holziken,Holziken,AG
5044,Schlossrued,Schlossrued,AG
5046,Schmiedrued,Schmiedrued,AG
5053,Staffelbach,Staffelbach,AG
5054,Kirchleerau-Moosle,Kirchleerau-Moosle,AG
5056,Attelwil,Attelwil,AG
5057,Reitnau,Reitnau,AG
5102,Rupperswil,Rupperswil,AG
5103,Wildegg,Wildegg,AG
5105,Auenstein,Auenstein,AG
5106,Veltheim AG,Veltheim AG,AG
5107,Schinznach Dorf,Schinznach Dorf,AG
5108,Oberflachs,Oberflachs,AG
5112,Thalheim AG,Thalheim AG,AG
5113,Holderbank AG,Holderbank AG,AG
5116,Schinznach Bad,Schinznach Bad,AG
5245,Habsburg,Habsburg,AG
5246,Scherz,Scherz,AG
5200,Brugg AG,Brugg AG,AG
5210,Windisch,Windisch,AG
5201,Brugg AG,Brugg AG,AG
5212,Hausen AG,Hausen AG,AG
5213,Villnachern,Villnachern,AG
5222,Umiken,Umiken,AG
5223,Riniken,Riniken,AG
5224,Unterbözberg,Unterbozberg,AG
5225,Oberbözberg,Oberbozberg,AG
5233,Stilli,Stilli,AG
5234,Villigen,Villigen,AG
5235,Rüfenach AG,Rufenach AG,AG
5236,Remigen,Remigen,AG
5237,Mönthal,Monthal,AG
5242,Birr-Lupfig,Birr-Lupfig,AG
5243,Mülligen,Mulligen,AG
5244,Birrhard,Birrhard,AG
5078,Effingen,Effingen,AG
5076,Bözen,Bozen,AG
5077,Elfingen,Elfingen,AG
5079,Zeihen,Zeihen,AG
5075,Hornussen,Hornussen,AG
5070,Frick,Frick,AG
5072,Oeschgen,Oeschgen,AG
5073,Gipf-Oberfrick,Gipf-Oberfrick,AG
5064,Wittnau,Wittnau,AG
5063,Wölflinswil,Wolflinswil,AG
5062,Oberhof,Oberhof,AG
5074,Eiken,Eiken,AG
5300,Turgi,Turgi,AG
5301,Siggenthal Station,Siggenthal Station,AG
5303,Würenlingen,Wurenlingen,AG
5304,Endingen,Endingen,AG
5305,Unterendingen,Unterendingen,AG
5306,Tegerfelden,Tegerfelden,AG
5312,Döttingen,Dottingen,AG
5313,Klingnau,Klingnau,AG
5314,Kleindöttingen,Kleindottingen,AG
5315,Böttstein,Bottstein,AG
5316,Leuggern,Leuggern,AG
5317,Hettenschwil,Hettenschwil,AG
5318,Mandach,Mandach,AG
5322,Koblenz,Koblenz,AG
5400,Baden,Baden,AG
5408,Ennetbaden,Ennetbaden,AG
5401,Baden,Baden,AG
5402,Baden,Baden,AG
5404,Baden,Baden,AG
5405,Baden,Baden,AG
5406,Baden,Baden,AG
5412,Gebenstorf,Gebenstorf,AG
5413,Birmenstorf AG,Birmenstorf AG,AG
5415,Nussbaumen AG,Nussbaumen AG,AG
5416,Kirchdorf AG,Kirchdorf AG,AG
5417,Untersiggenthal,Untersiggenthal,AG
5420,Ehrendingen,Ehrendingen,AG
5423,Freienwil,Freienwil,AG
5425,Schneisingen,Schneisingen,AG
5426,Lengnau AG,Lengnau AG,AG
5430,Wettingen,Wettingen,AG
5431,Wettingen Sonderd,Wettingen Sonderd,AG
5432,Neuenhof,Neuenhof,AG
5442,Fislisbach,Fislisbach,AG
5443,Niederrohrdorf,Niederrohrdorf,AG
5444,Künten,Kunten,AG
5445,Eggenwil,Eggenwil,AG
5452,Oberrohrdorf,Oberrohrdorf,AG
5453,Remetschwil,Remetschwil,AG
5454,Bellikon,Bellikon,AG
5502,Hunzenschwil,Hunzenschwil,AG
5503,Schafisheim,Schafisheim,AG
5504,Othmarsingen,Othmarsingen,AG
5505,Brunegg,Brunegg,AG
5506,Mägenwil,Magenwil,AG
5507,Mellingen,Mellingen,AG
5512,Wohlenschwil,Wohlenschwil,AG
5522,Tägerig,Tagerig,AG
5524,Nesselnbach,Nesselnbach,AG
5525,Fischbach-Göslikon,Fischbach-Goslikon,AG
5600,Lenzburg,Lenzburg,AG
5603,Staufen,Staufen,AG
5604,Hendschiken,Hendschiken,AG
5605,Dottikon,Dottikon,AG
5606,Dintikon,Dintikon,AG
5607,Hägglingen,Hagglingen,AG
5608,Stetten AG,Stetten AG,AG
5610,Wohlen AG,Wohlen AG,AG
5611,Anglikon,Anglikon,AG
5619,Büttikon AG,Buttikon AG,AG
5612,Villmergen,Villmergen,AG
5613,Hilfikon,Hilfikon,AG
5614,Sarmenstorf,Sarmenstorf,AG
5615,Fahrwangen,Fahrwangen,AG
5616,Meisterschwanden,Meisterschwanden,AG
5617,Tennwil,Tennwil,AG
5618,Bettwil,Bettwil,AG
5620,Bremgarten AG,Bremgarten AG,AG
5621,Zufikon,Zufikon,AG
5622,Waltenschwil,Waltenschwil,AG
5623,Boswil,Boswil,AG
5624,Bünzen,Bunzen,AG
5625,Kallern,Kallern,AG
5626,Hermetschwil-Staff,Hermetschwil-Staff,AG
5627,Besenbüren,Besenburen,AG
5628,Aristau,Aristau,AG
5630,Muri AG,Muri AG,AG
5632,Buttwil,Buttwil,AG
5634,Merenschwand,Merenschwand,AG
5636,Benzenschwil,Benzenschwil,AG
5637,Beinwil (Freiamt),Beinwil (Freiamt),AG
5642,Mühlau,Muhlau,AG
5643,Sins,Sins,AG
5644,Auw,Auw,AG
5645,Aettenschwil,Aettenschwil,AG
5646,Abtwil AG,Abtwil AG,AG
5647,Oberrüti,Oberruti,AG
5702,Niederlenz,Niederlenz,AG
5703,Seon,Seon,AG
5704,Egliswil,Egliswil,AG
5705,Hallwil,Hallwil,AG
5706,Boniswil,Boniswil,AG
5707,Seengen,Seengen,AG
5708,Birrwil,Birrwil,AG
5712,Beinwil am See,Beinwil am See,AG
5722,Gränichen,Granichen,AG
5723,Teufenthal AG,Teufenthal AG,AG
5724,Dürrenäsch,Durrenasch,AG
5725,Leutwil,Leutwil,AG
5726,Unterkulm,Unterkulm,AG
5727,Oberkulm,Oberkulm,AG
5728,Gontenschwil,Gontenschwil,AG
5732,Zetzwil,Zetzwil,AG
5733,Leimbach AG,Leimbach AG,AG
5734,Reinach AG,Reinach AG,AG
5735,Pfeffikon LU,Pfeffikon LU,LU
5736,Burg AG,Burg AG,AG
5737,Menziken,Menziken,AG
5742,Kölliken,Kolliken,AG
5745,Safenwil,Safenwil,AG
5746,Walterswil SO,Walterswil SO,SO
6000,Luzern,Luzern,LU
6002,Luzern,Luzern,LU
6003,Luzern,Luzern,LU
6004,Luzern,Luzern,LU
6006,Luzern,Luzern,LU
6010,Kriens,Kriens,LU
6012,Obernau,Obernau,LU
6013,Eigenthal,Eigenthal,LU
6014,Luzern,Luzern,LU
6015,Luzern,Luzern,LU
6016,Hellbühl,Hellbuhl,LU
6017,Ruswil,Ruswil,LU
6019,Sigigen,Sigigen,LU
6018,Buttisholz,Buttisholz,LU
6020,Emmenbrücke,Emmenbrucke,LU
6022,Grosswangen,Grosswangen,LU
6023,Rothenburg,Rothenburg,LU
6024,Hildisrieden,Hildisrieden,LU
6025,Neudorf,Neudorf,LU
6026,Rain,Rain,LU
6027,Römerswil LU,Romerswil LU,LU
6028,Herlisberg,Herlisberg,LU
6030,Ebikon,Ebikon,LU
6032,Emmen,Emmen,LU
6033,Buchrain,Buchrain,LU
6034,Inwil,Inwil,LU
6035,Perlen,Perlen,LU
6036,Dierikon,Dierikon,LU
6037,Root,Root,LU
6038,Gisikon,Gisikon,LU
6042,Dietwil,Dietwil,AG
6043,Adligenswil,Adligenswil,LU
6044,Udligenswil,Udligenswil,LU
6045,Meggen,Meggen,LU
6047,Kastanienbaum,Kastanienbaum,LU
6048,Horw,Horw,LU
6052,Hergiswil NW,Hergiswil NW,NW
6053,Alpnachstad,Alpnachstad,OW
6055,Alpnach Dorf,Alpnach Dorf,OW
6056,Kägiswil,Kagiswil,OW
6060,Sarnen,Sarnen,OW
6068,Melchsee-Frutt,Melchsee-Frutt,OW
6062,Wilen (Sarnen),Wilen (Sarnen),OW
6063,Stalden (Sarnen),Stalden (Sarnen),OW
6064,Kerns,Kerns,OW
6066,St. Niklausen OW,St. Niklausen OW,OW
6067,Melchtal,Melchtal,OW
6072,Sachseln,Sachseln,OW
6073,Flüeli-Ranft,Flueli-Ranft,OW
6074,Giswil,Giswil,OW
6078,Bürglen OW,Burglen OW,OW
6083,Hasliberg Hohfluh,Hasliberg Hohfluh,BE
6084,Hasliberg Wasserw,Hasliberg Wasserw,BE
6085,Hasliberg Goldern,Hasliberg Goldern,BE
6086,Hasliberg Reuti,Hasliberg Reuti,BE
6102,Malters,Malters,LU
6103,Schwarzenberg LU,Schwarzenberg LU,LU
6105,Schachen LU,Schachen LU,LU
6106,Werthenstein,Werthenstein,LU
6110,Wolhusen,Wolhusen,LU
6114,Steinhuserberg,Steinhuserberg,LU
6112,Doppleschwand,Doppleschwand,LU
6113,Romoos,Romoos,LU
6122,Menznau,Menznau,LU
6123,Geiss,Geiss,LU
6125,Menzberg,Menzberg,LU
6126,Daiwil,Daiwil,LU
6130,Willisau,Willisau,LU
6132,Rohrmatt,Rohrmatt,LU
6133,Hergiswil LU,Hergiswil LU,LU
6142,Gettnau,Gettnau,LU
6143,Ohmstal,Ohmstal,LU
6144,Zell LU,Zell LU,LU
6145,Fischbach LU,Fischbach LU,LU
6146,Grossdietwil,Grossdietwil,LU
6147,Altbüron,Altburon,LU
6152,Hüswil,Huswil,LU
6153,Ufhusen,Ufhusen,LU
6154,Hofstatt,Hofstatt,LU
6156,Luthern,Luthern,LU
6160,Entlebuch,Entlebuch,LU
6162,Entlebuch,Entlebuch,LU
6163,Ebnet,Ebnet,LU
6166,Hasle LU,Hasle LU,LU
6167,Bramboden,Bramboden,LU
6170,Schüpfheim,Schupfheim,LU
6173,Flühli LU,Fluhli LU,LU
6174,Sörenberg,Sorenberg,LU
6182,Escholzmatt,Escholzmatt,LU
6192,Wiggen,Wiggen,LU
6196,Marbach LU,Marbach LU,LU
6197,Schangnau,Schangnau,BE
6203,Sempach Station,Sempach Station,LU
6204,Sempach,Sempach,LU
6205,Eich,Eich,LU
6206,Neuenkirch,Neuenkirch,LU
6207,Nottwil,Nottwil,LU
6208,Oberkirch LU,Oberkirch LU,LU
6210,Sursee,Sursee,LU
6211,Buchs LU,Buchs LU,LU
6212,St. Erhard,St. Erhard,LU
6213,Knutwil,Knutwil,LU
6214,Schenkon,Schenkon,LU
6215,Beromünster,Beromunster,LU
6216,Mauensee,Mauensee,LU
6217,Kottwil,Kottwil,LU
6218,Ettiswil,Ettiswil,LU
6221,Rickenbach LU,Rickenbach LU,LU
6222,Gunzwil,Gunzwil,LU
6231,Schlierbach,Schlierbach,LU
6232,Geuensee,Geuensee,LU
6233,Büron,Buron,LU
6234,Triengen,Triengen,LU
6236,Wilihof,Wilihof,LU
6235,Winikon,Winikon,LU
6242,Wauwil,Wauwil,LU
6243,Egolzwil,Egolzwil,LU
6244,Nebikon,Nebikon,LU
6245,Ebersecken,Ebersecken,LU
6246,Altishofen,Altishofen,LU
6247,Schötz,Schotz,LU
6248,Alberswil,Alberswil,LU
6252,Dagmersellen,Dagmersellen,LU
6253,Uffikon,Uffikon,LU
6260,Reiden,Reiden,LU
6262,Langnau b. Reiden,Langnau b. Reiden,LU
7130,Ilanz,Ilanz,GR
6263,Richenthal,Richenthal,LU
6264,Pfaffnau,Pfaffnau,LU
6265,Roggliswil,Roggliswil,LU
6274,Eschenbach LU,Eschenbach LU,LU
6275,Ballwil,Ballwil,LU
6276,Hohenrain,Hohenrain,LU
6277,Kleinwangen,Kleinwangen,LU
6280,Hochdorf,Hochdorf,LU
6283,Baldegg,Baldegg,LU
6284,Gelfingen,Gelfingen,LU
6285,Hitzkirch,Hitzkirch,LU
6289,Müswangen,Muswangen,LU
6286,Altwis,Altwis,LU
6287,Aesch LU,Aesch LU,LU
6288,Schongau,Schongau,LU
6294,Ermensee,Ermensee,LU
6295,Mosen,Mosen,LU
6300,Zug,Zug,ZG
6330,Cham 2,Cham 2,ZG
6301,Zug,Zug,ZG
6310,Zug,Zug,ZG
6313,Edlibach,Edlibach,ZG
6319,Allenwinden,Allenwinden,ZG
6315,Morgarten,Morgarten,ZG
6312,Steinhausen,Steinhausen,ZG
6314,Unterägeri,Unterageri,ZG
6317,Oberwil b. Zug,Oberwil b. Zug,ZG
6318,Walchwil,Walchwil,ZG
6331,Hünenberg,Hunenberg,ZG
6332,Hagendorn,Hagendorn,ZG
6340,Baar,Baar,ZG
6343,Rotkreuz,Rotkreuz,ZG
6344,Meierskappel,Meierskappel,LU
6345,Neuheim,Neuheim,ZG
6353,Weggis,Weggis,LU
6354,Vitznau,Vitznau,LU
6356,Rigi Kaltbad,Rigi Kaltbad,LU
6362,Stansstad,Stansstad,NW
6363,Obbürgen,Obburgen,NW
6365,Kehrsiten,Kehrsiten,NW
6370,Stans,Stans,NW
6372,Ennetmoos,Ennetmoos,NW
6373,Ennetbürgen,Ennetburgen,NW
6374,Buochs,Buochs,NW
6375,Beckenried,Beckenried,NW
6376,Emmetten,Emmetten,NW
6377,Seelisberg,Seelisberg,UR
6382,Büren NW,Buren NW,NW
6383,Dallenwil,Dallenwil,NW
6386,Wolfenschiessen,Wolfenschiessen,NW
6387,Oberrickenbach,Oberrickenbach,NW
6388,Grafenort,Grafenort,OW
6390,Engelberg,Engelberg,OW
6402,Merlischachen,Merlischachen,SZ
6403,Küssnacht am Rigi,Kussnacht am Rigi,SZ
6404,Greppen,Greppen,LU
6405,Immensee,Immensee,SZ
6410,Goldau,Goldau,SZ
6414,Oberarth,Oberarth,SZ
6415,Arth,Arth,SZ
6416,Steinerberg,Steinerberg,SZ
6417,Sattel,Sattel,SZ
6418,Rothenthurm,Rothenthurm,SZ
6422,Steinen,Steinen,SZ
6423,Seewen SZ,Seewen SZ,SZ
6424,Lauerz,Lauerz,SZ
6430,Schwyz,Schwyz,SZ
6436,Ried (Muotathal),Ried (Muotathal),SZ
6432,Rickenbach SZ,Rickenbach SZ,SZ
6433,Stoos SZ,Stoos SZ,SZ
6434,Illgau,Illgau,SZ
6438,Ibach,Ibach,SZ
6440,Brunnen,Brunnen,SZ
6441,Rütli,Rutli,UR
6442,Gersau,Gersau,SZ
6443,Morschach,Morschach,SZ
6452,Sisikon,Sisikon,UR
6454,Flüelen,Fluelen,UR
6460,Altdorf UR,Altdorf UR,UR
6461,Isenthal,Isenthal,UR
6462,Seedorf UR,Seedorf UR,UR
6463,Bürglen UR,Burglen UR,UR
6464,Spiringen,Spiringen,UR
6465,Unterschächen,Unterschachen,UR
6466,Bauen,Bauen,UR
6467,Schattdorf,Schattdorf,UR
6469,Haldi b.Schattdorf,Haldi b.Schattdorf,UR
6468,Attinghausen,Attinghausen,UR
6472,Erstfeld,Erstfeld,UR
6473,Silenen,Silenen,UR
6474,Amsteg,Amsteg,UR
6475,Bristen,Bristen,UR
6476,Intschi,Intschi,UR
6482,Gurtnellen,Gurtnellen,UR
6484,Wassen UR,Wassen UR,UR
6485,Meien,Meien,UR
6487,Göschenen,Goschenen,UR
6490,Andermatt,Andermatt,UR
6491,Realp,Realp,UR
6493,Hospental,Hospental,UR
6500,Bellinzona,Bellinzona,TI
6501,Bellinzona,Bellinzona,TI
6503,Bellinzona,Bellinzona,TI
6506,Bellinzona 6 Autop,Bellinzona 6 Autop,TI
6512,Giubiasco,Giubiasco,TI
6513,Monte Carasso,Monte Carasso,TI
6514,Sementina,Sementina,TI
6515,Gudo,Gudo,TI
6516,Cugnasco,Cugnasco,TI
6517,Arbedo,Arbedo,TI
6518,Gorduno,Gorduno,TI
6525,Gnosca,Gnosca,TI
6526,Prosito,Prosito,TI
6527,Lodrino,Lodrino,TI
6528,Camorino,Camorino,TI
6532,Castione,Castione,TI
6533,Lumino,Lumino,TI
6534,S. Vittore,S. Vittore,GR
6535,Roveredo GR,Roveredo GR,GR
6537,Grono,Grono,GR
6523,Preonzo,Preonzo,TI
6524,Moleno,Moleno,TI
6582,Pianezzo,Pianezzo,TI
6583,S. Antonio,S. Antonio,TI
6584,Carena,Carena,TI
6549,Laura,Laura,GR
6540,Castaneda,Castaneda,GR
6541,Sta. Maria,Sta. Maria,GR
6538,Verdabbio,Verdabbio,GR
6542,Buseno,Buseno,GR
6543,Arvigo,Arvigo,GR
6544,Braggio,Braggio,GR
6545,Selma,Selma,GR
6546,Cauco,Cauco,GR
6547,Augio,Augio,GR
6548,Rossa,Rossa,GR
6556,Leggia,Leggia,GR
6565,S. Bernardino,S. Bernardino,GR
6557,Cama,Cama,GR
6558,Lostallo,Lostallo,GR
6562,Soazza,Soazza,GR
6563,Mesocco,Mesocco,GR
6572,Quartino,Quartino,TI
6573,Magadino,Magadino,TI
6574,Vira (Gambarogno),Vira (Gambarogno),TI
6575,S. Nazzaro,S. Nazzaro,TI
6576,Gerra (Gambarogno),Gerra (Gambarogno),TI
6577,Ranzo,Ranzo,TI
6578,Caviano,Caviano,TI
6579,Piazzogna,Piazzogna,TI
6571,Indemini,Indemini,TI
6592,S. Antonino,S. Antonino,TI
6593,Cadenazzo,Cadenazzo,TI
6594,Contone,Contone,TI
6595,Riazzino,Riazzino,TI
6596,Gordola,Gordola,TI
6597,Agarone,Agarone,TI
6598,Tenero,Tenero,TI
6599,Robasacco,Robasacco,TI
6600,Locarno,Locarno,TI
6601,Locarno,Locarno,TI
6604,Locarno,Locarno,TI
6605,Locarno,Locarno,TI
6656,Golino,Golino,TI
6618,Arcegno,Arcegno,TI
6646,Contra,Contra,TI
6647,Mergoscia,Mergoscia,TI
6661,Auressio,Auressio,TI
6611,Mosogno,Mosogno,TI
6662,Russo,Russo,TI
6664,Vergeletto,Vergeletto,TI
6663,Comologno,Comologno,TI
6632,Vogorno,Vogorno,TI
6631,Corippo,Corippo,TI
6633,Lavertezzo,Lavertezzo,TI
6634,Brione (Verzasca),Brione (Verzasca),TI
6635,Gerra (Verzasca),Gerra (Verzasca),TI
6636,Frasco,Frasco,TI
6637,Sonogno,Sonogno,TI
6612,Ascona,Ascona,TI
6613,Porto Ronco,Porto Ronco,TI
6614,Brissago,Brissago,TI
6616,Losone,Losone,TI
6622,Ronco sopra Ascona,Ronco sopra Ascona,TI
6644,Orselina,Orselina,TI
6645,Brione s. Minusio,Brione s. Minusio,TI
6648,Minusio,Minusio,TI
6655,Verdasio,Verdasio,TI
6657,Palagnedra,Palagnedra,TI
6658,Borgnone,Borgnone,TI
6659,Camedo,Camedo,TI
6652,Tegna,Tegna,TI
6653,Verscio,Verscio,TI
6654,Cavigliano,Cavigliano,TI
6670,Avegno,Avegno,TI
6677,Moghegno,Moghegno,TI
6678,Coglio,Coglio,TI
6674,Riveo,Riveo,TI
6682,Linescio,Linescio,TI
